PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,
P47914,RPL29,0.25685495,0.297529032,0.125293497,0.173099843,0.054956516,0.206074616,0.13995719,0.238410514,0.197648675,0.214977397,0.197648675,0.053344621,0.18652202,0.979974124,0.362556845,0.524683142,-7.81144101,"17,752",0.28010289,2,
P04843,RPN1,1.00E-07,1.00E-07,1.00E-07,0.000641615,1.00E-07,0.015902014,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.0038151,0.002068029,-0.979694779,0.362684695,0.524786023,-7.811716021,"68,569",0.28001774,36,
Q8WWC4,MAIP1,1.00E-07,1.00E-07,1.00E-07,0.007431782,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001857921,0.00092906,0.979011315,0.362997649,0.525109443,-7.812388636,"32,545",0.279750172,8,
O75914,PAK3,0.294555351,0.249218468,10.2666364,0.104919678,0.301784487,0.324222151,0.412409956,0.365791617,0.222013392,0.27188691,0.324222151,2.377780421,1.539942263,0.978958591,0.3630218,0.525109443,-7.812440509,"62,310",0.279750172,6,
Q9UQ88,CDK11A,1.00E-07,0.007414979,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002642844,1.00E-07,1.00E-07,0.00185372,0.00092696,0.97877895,0.363104096,0.525146327,-7.812617234,"91,362",0.279719668,1,
Q9BSH5,HDHD3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007375207,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.001843777,0.000921988,-0.978223274,0.36335875,0.525432437,-7.813163738,"28,000",0.27948312,7,
Q5VT66,1-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001825576,0.000912888,0.977185001,0.363834941,0.526011549,-7.814184257,"37,499",0.27900472,NA,
O15347,HMGB3,0.061341208,0.063041395,0.066101787,0.053021923,0.040203084,0.058865237,0.066065796,0.055109474,0.058731496,0.062191301,0.058731496,0.00581568,0.057968738,0.977102037,0.363873012,0.526011549,-7.814265767,"22,980",0.27900472,10,
O60930,RNASEH1,0.460791552,0.652807929,0.375942403,0.60734868,1.169300865,0.504207957,0.614191568,0.470303137,1.052747222,0.534070116,0.614191568,-0.165278241,0.606861761,-0.976878193,0.363975748,0.526077812,-7.814485665,"32,064",0.278950015,11,
Q15843,NEDD8,1.00E-07,0.007265531,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001816358,0.000908279,0.97664853,0.364081177,0.526147947,-7.81471124,"9,072",0.27889212,4,
O00257,CBX4,1.00E-07,1.00E-07,1.00E-07,0.04972304,1.00E-07,0.906929586,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.214301637,0.119581653,-0.97645298,0.364170966,0.52619546,-7.814903278,"61,368",0.278852903,3,
O14795,UNC13B,0.002176826,0.067861158,0.051314366,1.00E-07,0.022727937,0.010581044,0.020122194,1.00E-07,0.046431659,0.026745596,0.020122194,0.016980294,0.021847966,0.976289896,0.36424586,0.526221441,-7.815063411,"180,679",0.278831461,32,
Q9BWT6,MND1,1.00E-07,1.00E-07,0.032155259,1.00E-07,0.078454546,4.75E-06,1.00E-07,0.029844263,1.00E-07,1.00E-07,4.75E-06,-0.019037025,0.017557402,-0.975359247,0.36467348,0.526756912,-7.815976842,"23,753",0.278389757,6,
Q9H0S4,DDX47,0.176130271,0.150824345,0.173457187,0.15527533,0.166102337,0.166939807,0.190400984,0.16547343,0.184077293,0.164366258,0.166939807,-0.008307356,0.168075461,-0.975045321,0.364817813,0.526846485,-7.816284815,"50,647",0.278315913,18,
Q7Z6J9,TSEN54,0.114295641,0.051462164,0.037861259,0.110212045,0.087100669,0.033891475,0.021143288,0.075989718,1.00E-07,0.080837105,0.033891475,0.02392649,0.066494532,0.974976515,0.364849453,0.526846485,-7.816352306,"58,819",0.278315913,10,
A1L0T0,ILVBL,0.000344245,0.024267085,0.013461438,0.014295498,1.00E-07,0.037794405,0.011849517,0.049691437,0.020657303,0.013878468,0.020657303,-0.011741798,0.018962966,-0.974493261,0.365071739,0.52708515,-7.816826227,"67,868",0.278119219,21,
Q9BSB4,ATG101,0.427691983,0.413113038,0.183721401,0.816759674,0.463183433,0.706431129,0.485059848,0.756050486,0.60864205,0.420402511,0.60864205,-0.1423597,0.531501374,-0.973982389,0.365306844,0.527342245,-7.817327043,"25,003",0.277907437,5,
Q8NFA0,USP32,0.252798987,0.259282735,0.265991062,0.217860679,0.344074942,0.275574587,0.241926894,0.236018242,0.258280674,0.256040861,0.258280674,-0.0254153,0.261691016,-0.972866322,0.36582087,0.528001836,-7.818420462,"181,656",0.277364567,18,
Q15061,WDR43,0.132990459,0.134508922,0.143795118,0.119473859,0.132766372,0.15189724,0.159552382,0.123313416,0.138684321,0.13374969,0.138684321,-0.009190263,0.137287221,-0.972731768,0.365882879,0.528008912,-7.818552222,"74,891",0.277358747,21,
Q8NG68,TTL,0.067770713,1.00E-07,1.00E-07,1.00E-07,1.155542671,1.00E-07,1.00E-07,1.00E-07,0.014457212,1.00E-07,1.00E-07,-0.27194299,0.152914248,-0.972294992,0.366084224,0.528217031,-7.818979837,"43,212",0.2771876,10,
Q99638,RAD9A,0.006887726,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001721907,0.000861053,0.970705257,0.366817789,0.529192896,-7.820535023,"42,547",0.276385994,4,
Q14CX7,NAA25,0.039010915,0.059596137,0.051731496,0.059701781,0.039956269,0.052177746,0.053994493,0.040902359,0.041313576,0.055663817,0.041313576,0.005752366,0.0496339,0.969858406,0.367209024,0.529674671,-7.821362697,"112,292",0.275990795,32,
Q00587,CDC42EP1,0.311914343,0.415126468,0.413617066,0.38006505,0.351909655,0.3205682,0.341177693,0.397849704,0.339634713,0.396841058,0.341177693,0.027304419,0.366528522,0.968576922,0.367801671,0.530446772,-7.822614139,"40,295",0.275358189,7,
A4D126,ISPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133244884,0.075458124,0.96842616,0.367871443,0.530464654,-7.822761286,"49,873",0.275343549,NA,
Q9NP81,SARS2,0.031030453,0.008553432,0.011794635,0.007093369,1.00E-07,0.013900781,1.00E-07,0.017515213,0.016645218,0.010174034,0.013900781,0.006763924,0.01123601,0.96673686,0.368653942,0.531457979,-7.824408908,"58,283",0.274531068,23,
P15531,NME1,0.006660237,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001665034,0.000832617,0.966690871,0.368675262,0.531457979,-7.824453732,"17,149",0.274531068,9,
Q9NZB8,MOCS1,0.224653102,0.347971741,0.536980711,0.432794602,0.31187634,0.321705761,0.194829844,0.415032312,0.3423132,0.390383171,0.321705761,0.074738975,0.348230551,0.965968232,0.369010405,0.531858176,-7.825157863,"70,105",0.27420416,6,
O43148,RNMT,0.034023171,0.024326687,0.000868936,0.050742747,0.049953877,0.055486811,0.004616081,0.06236324,0.032156287,0.029174929,0.049953877,-0.015614617,0.035297694,-0.965571047,0.36919471,0.53204088,-7.825544708,"54,844",0.274054997,24,
Q8WW01,TSEN15,0.175331902,0.195373859,0.154674378,0.190916192,0.24493642,0.181728495,0.191401489,0.169238222,0.120004129,0.183124047,0.181728495,-0.017752074,0.18795012,-0.964339223,0.369766765,0.532718057,-7.826743707,"18,641",0.273502583,3,
P28289,TMOD1,1.00E-07,1.00E-07,0.005458719,1.00E-07,1.00E-07,0.083192261,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.019433385,0.011081448,-0.964238343,0.369813643,0.532718057,-7.826841848,"40,569",0.273502583,1,
O14657,TOR1B,0.086601274,0.111117196,0.076464928,0.090673375,0.033004105,0.090013804,0.06247951,0.110775153,0.017426028,0.088637324,0.06247951,0.01714605,0.082641168,0.964187083,0.369837465,0.532718057,-7.826891713,"37,979",0.273502583,11,
Q9BZF9,UACA,1.00E-07,1.00E-07,1.00E-07,0.006490691,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001622648,0.000811424,0.963457061,0.37017686,0.533112478,-7.827601659,"162,505",0.273181152,39,
Q8WUB8,PHF10,0.051928784,0.01556171,1.00E-07,1.00E-07,0.018631608,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007780905,1.00E-07,0.012214696,0.010765325,0.963350097,0.370226608,0.533112478,-7.827705648,"56,051",0.273181152,6,
Q969Q0,RPL36AL,0.052030664,0.033664297,1.00E-07,0.100379114,0.020979346,0.191973865,0.002666538,0.16912227,0.010808586,0.04284748,0.020979346,-0.049666961,0.071352024,-0.963113096,0.370336855,0.533188191,-7.827936025,"12,469",0.273119478,1,
Q96FN4,CPNE2,1.00E-07,1.00E-07,1.00E-07,0.006453559,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001613365,0.000806782,0.962719159,0.370520162,0.533369051,-7.82831886,"61,190",0.272972188,12,
Q14697,GANAB,0.038024359,0.036969334,0.042005873,0.031857551,0.037407369,0.032991509,0.033780554,0.035748619,0.028699217,0.037496847,0.033780554,0.002232267,0.036098146,0.962563562,0.370592583,0.533390259,-7.828470039,"106,874",0.27295492,57,
Q8WV92,MITD1,0.220407733,0.12265595,0.203552303,0.334955867,0.250646071,0.169079002,0.395798208,0.306788127,0.264918922,0.211980018,0.264918922,-0.060184889,0.250485408,-0.962223305,0.370750992,0.533482786,-7.828800572,"29,314",0.27287959,5,
Q9HD20,ATP13A1,1.00E-07,1.00E-07,0.002131998,1.00E-07,1.00E-07,1.00E-07,0.032666512,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.007633628,0.004349889,-0.962177616,0.370772267,0.533482786,-7.828844949,"132,955",0.27287959,40,
P15056,BRAF,1.00E-07,1.00E-07,1.00E-07,0.006402248,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.018839593,1.00E-07,1.00E-07,0.001600537,0.000800368,0.961681147,0.371003505,0.533732442,-7.829327055,"84,437",0.272676398,10,
Q9UKF7,PITPNC1,0.006314347,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001578562,0.000789381,0.959852007,0.371856418,0.534876236,-7.831101673,"38,388",0.271746697,9,
Q01718,MC2R,1.00E-07,1.00E-07,1.00E-07,0.006302174,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001575519,0.000787859,0.959593491,0.371977084,0.534966577,-7.831352279,"33,927",0.271673351,1,
P21675,TAF1,0.538647663,0.737663549,0.292619264,0.819650094,0.562559505,0.327526944,0.636591197,0.338047495,0.448408231,0.638155606,0.448408231,0.130963857,0.531663214,0.959364073,0.372084194,0.535037396,-7.831574636,"212,677",0.271615862,7,
P49755,TMED10,0.018929819,0.040843803,0.040466193,0.042385222,0.050884748,0.060587935,0.039866817,0.025880188,0.036487315,0.040654998,0.039866817,-0.008648663,0.039980591,-0.957739298,0.372843443,0.536045789,-7.833148257,"24,976",0.270798111,9,
Q9NW61,PLEKHJ1,0.141119402,0.139512424,0.53120735,0.720899419,0.038728373,0.034840647,0.166539861,0.576061416,0.70933043,0.336163376,0.166539861,0.179142075,0.293613611,0.957456498,0.372975716,0.536152592,-7.83342195,"17,551",0.27071159,1,
P54762,EPHB1,0.791340913,0.750501098,0.665535967,0.950119419,1.023446426,0.762062187,0.925090064,0.769298421,0.808029552,0.770921005,0.808029552,-0.080599925,0.829674312,-0.957277591,0.373059414,0.536189545,-7.833595063,"109,885",0.270681658,5,
O14713,ITGB1BP1,0.101563889,0.14506286,0.272467905,0.159382568,0.172175425,0.183810162,0.00764624,0.11398664,0.00689199,0.152222714,0.11398664,0.050214689,0.144511961,0.956910268,0.373231305,0.536353224,-7.833950416,"21,782",0.270549104,3,
P17931,LGALS3,0.154727473,0.185627988,0.275934143,0.206205855,0.090781366,0.28180644,0.262889095,0.552213321,0.269912119,0.195916922,0.269912119,-0.091298691,0.25127321,-0.956681614,0.373338336,0.53638808,-7.834171567,"26,152",0.270520882,3,
Q14118,DAG1,0.33857709,0.408017203,0.353063692,0.430580141,0.395281434,0.40063167,0.379078399,0.45864635,0.39717814,0.380540448,0.39717814,-0.025849931,0.395484497,-0.95661059,0.373371586,0.53638808,-7.834240252,"97,441",0.270520882,13,
Q9H649,NSUN3,0.180561734,0.022652069,0.024323596,0.258213797,0.3357224,0.090356709,0.277571985,0.098669008,0.390275335,0.102442665,0.277571985,-0.079142226,0.161008912,-0.955529491,0.373877994,0.536988558,-7.835285281,"38,244",0.270034968,2,
Q6NUP7,PPP4R4,0.016698977,0.263080124,0.078060798,0.091848492,1.00E-07,1.00E-07,1.00E-07,0.188334063,0.007082811,0.084954645,1.00E-07,0.065338507,0.079752844,0.955470321,0.373905725,0.536988558,-7.835342452,"99,452",0.270034968,7,
Q5JPH6,EARS2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.006067329,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.001516807,0.000758504,-0.954343003,0.374434376,0.537664272,-7.83643116,"58,689",0.269488822,21,
Q96DR4,STARD4,3.405619731,3.169458348,3.564067117,3.624866975,3.145039574,3.78541957,3.681052814,3.855706528,3.920939998,3.484843424,3.78541957,-0.175801578,3.528903832,-0.954099368,0.374548704,0.537744925,-7.836666324,"23,517",0.26942368,4,
P52565,ARHGDIA,0.014894269,0.003261623,0.026856395,0.017876781,0.017165932,0.018815493,0.015627709,0.037303058,0.021054263,0.016385525,0.018815493,-0.006505781,0.018975158,-0.953926867,0.374629667,0.537774558,-7.836832801,"23,207",0.269399748,8,
Q96AN5,TMEM143,0.054326212,0.45807727,0.048495592,0.220313465,0.093161313,0.136137334,0.077921558,0.116060313,0.019127511,0.137319838,0.093161313,0.089483005,0.150561632,0.953784063,0.374696703,0.537774558,-7.8369706,"51,715",0.269399748,7,
O15294,OGT,0.05524559,0.050481282,0.056240945,0.022275828,0.022363419,0.044455097,0.020312118,0.054327712,0.020587645,0.052863436,0.022363419,0.010696325,0.040712749,0.953683675,0.374743833,0.537774558,-7.83706746,"116,925",0.269399748,43,
A6NDU8,C5orf51,1.00E-07,0.035600351,0.025854492,0.083405945,0.071937229,0.1149579,0.004098998,0.059614545,1.00E-07,0.030727422,0.059614545,-0.026436946,0.049433695,-0.951785088,0.375636037,0.53897126,-7.838897888,"33,620",0.268434392,11,
Q5TCZ1,SH3PXD2A,0.036016605,0.170534996,0.149011402,0.098266708,0.043600853,0.072898515,0.037019862,0.152949867,0.121404996,0.123639055,0.072898515,0.036840153,0.095037351,0.951599021,0.375723564,0.5390132,-7.839077128,"125,289",0.268400599,16,
Q8N428,GALNT16,0.214712207,0.225009522,0.285201414,0.322174684,0.131799195,0.344784354,0.394593968,0.446524087,0.351947778,0.255105468,0.351947778,-0.067650944,0.295599929,-0.950901927,0.376051619,0.539400134,-7.839748407,"63,074",0.26808895,6,
Q92558,WASF1,0.066059691,0.044361755,1.00E-07,0.015250198,0.069385518,0.07082654,0.06961585,1.00E-07,0.03828266,0.029805977,0.069385518,-0.021039066,0.041937469,-0.950708366,0.376142748,0.539447162,-7.839934735,"61,652",0.268051088,14,
Q9BRK4,LZTS2,0.576288806,0.52830672,0.855929634,0.714501068,0.653508878,0.626049976,0.953620748,0.835327071,0.627045305,0.645394937,0.653508878,-0.098370111,0.717941613,-0.9502931,0.376338315,0.539643931,-7.840334387,"72,759",0.267892703,6,
Q13596,SNX1,0.139042722,0.135921912,0.137924909,0.137876953,0.170412279,0.143062212,0.186086968,0.111432184,0.189005675,0.137900931,0.170412279,-0.015056787,0.145220018,-0.948924043,0.376983618,0.540448553,-7.841651033,"59,070",0.267245642,20,
Q5TC82,RC3H1,0.197749626,0.009788964,0.125412459,0.023347518,1.00E-07,0.012829015,0.138678984,1.00E-07,0.106589578,0.074379989,0.012829015,0.051197592,0.063475846,0.948854649,0.37701635,0.540448553,-7.841717733,"125,736",0.267245642,8,
Q9NWQ4,GPATCH2L,1.175233315,1.203005548,0.568079862,1.640426642,0.765735739,1.635381837,1.620554592,1.717424022,0.763259505,1.189119432,1.620554592,-0.288087706,1.290730195,-0.948598393,0.377137238,0.540538041,-7.841964006,"54,260",0.267173737,4,
P18754,RCC1,1.00E-07,0.005802066,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001450491,0.000725346,0.947752819,0.377536347,0.541026204,-7.842776284,"44,969",0.2667817,19,
Q96LI5,CNOT6L,1.00E-07,1.00E-07,1.00E-07,0.07756664,1.00E-07,0.955472994,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.219476589,0.129130029,-0.947533802,0.377639776,0.541090558,-7.842986587,"63,001",0.266730045,4,
Q96BN8,OTULIN,1.00E-07,1.00E-07,0.002752526,1.00E-07,1.00E-07,0.034648627,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.007974025,0.004675219,-0.946939734,0.377920428,0.541397603,-7.843556836,"40,263",0.266483671,11,
Q9UN75,PCDHA12,0.457588648,0.413833855,0.10261663,0.098060244,1.00E-07,1.00E-07,0.495590273,1.00E-07,1.00E-07,0.258225242,1.00E-07,0.144127201,0.195961244,0.946832342,0.37797118,0.541397603,-7.843659894,"101,652",0.266483671,1,
Q8TEQ0,SNX29,0.156367591,0.148447799,0.127615947,0.038016139,1.00E-07,1.00E-07,0.064747992,0.203728821,0.254939236,0.138031873,0.064747992,0.050492616,0.092365561,0.946330314,0.378208499,0.541653622,-7.844141542,"91,254",0.266278348,6,
P16402,HIST1H1D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001433067,0.000716633,0.945892645,0.378415488,0.54180521,-7.844561286,"22,350",0.266156823,NA,
P28749,RBL1,1.00E-07,0.005731114,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001432754,0.000716477,0.945858706,0.378431543,0.54180521,-7.844593828,"120,847",0.266156823,3,
Q9Y5B6,PAXBP1,0.076332417,0.036380535,0.050874339,0.072619208,0.055659958,0.104246254,0.05270145,0.079419707,0.041319361,0.061746773,0.055659958,-0.013955218,0.066029233,-0.945466945,0.3786169,0.541986663,-7.84496941,"104,804",0.2660114,20,
Q12894,IFRD2,0.177272794,0.224301032,0.261144955,0.226351739,0.272476652,0.142772244,0.207438786,0.132025742,0.227357946,0.225326385,0.207438786,0.033589274,0.205472993,0.944326414,0.379156926,0.542675687,-7.846062169,"54,814",0.265459635,7,
Q99996,AKAP9,1.00E-07,0.003720872,1.00E-07,0.009639288,0.044653694,1.00E-07,0.008478318,1.00E-07,0.083049342,0.001860486,0.008478318,-0.009942963,0.008311572,-0.943363435,0.379613343,0.54324485,-7.846984036,"452,987",0.265004382,93,
Q9BPZ7,MAPKAP1,0.102271086,0.002637719,0.022514354,0.18428893,0.095047883,0.048219166,0.329778277,0.112435876,0.059256883,0.06239272,0.095047883,-0.068442278,0.112149161,-0.942737916,0.379910042,0.543585306,-7.847582468,"59,123",0.264732291,6,
Q9HAZ1,CLK4,0.031905212,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.0026702,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007308753,0.004322002,0.941796266,0.380357025,0.544140655,-7.848482777,"57,492",0.264288825,5,
Q8N8U9,BMPER,0.070560382,0.317858762,0.070624932,0.561294246,1.00E-07,0.436494062,1.00E-07,1.00E-07,0.186904764,0.194241847,1.00E-07,0.14596099,0.182104086,0.941599645,0.380450408,0.544190049,-7.84867068,"75,997",0.264249404,6,
Q9BWN1,PRR14,0.137912625,0.163638696,0.159967757,0.071451841,0.17790242,0.138478523,0.136114119,0.166905607,0.151179687,0.148940191,0.151179687,-0.021607437,0.144046448,-0.940617338,0.380917207,0.544773471,-7.849608985,"64,328",0.263784049,3,
Q14CZ0,C16orf72,5.917585135,6.900122968,5.297310176,2.772269706,3.494694596,7.498009048,7.604202977,7.084639386,6.346125658,5.607447655,7.084639386,-1.198564505,5.821104249,-0.940328486,0.381054554,0.544885619,-7.849884757,"30,926",0.263694655,1,
O95789,ZMYM6,1.00E-07,1.00E-07,1.00E-07,0.005782981,1.00E-07,1.00E-07,1.00E-07,0.066301312,0.065327688,1.00E-07,1.00E-07,-0.015129583,0.009010612,-0.940148168,0.381140314,0.544923974,-7.850056877,"148,089",0.263664085,3,
Q13191,CBLB,0.395608238,0.4364053,0.337917268,0.477133937,0.441019417,0.318811665,0.401569934,0.336283393,0.390372922,0.416006769,0.390372922,0.037345084,0.393093644,0.939002518,0.381685532,0.545619114,-7.851149858,"109,450",0.263110424,17,
Q86WG5,SBF2,0.0025088,0.000637498,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.030710782,0.000318799,1.00E-07,0.000786524,0.000393362,0.936178668,0.383031958,0.547457152,-7.853839568,"208,464",0.261649866,26,
P00813,ADA,0.185204689,0.188372397,0.168318073,0.17283595,0.233373404,0.151579101,0.116633586,0.108379301,0.16608093,0.17902032,0.151579101,0.026191429,0.165587063,0.936057643,0.383089744,0.547457152,-7.853954706,"40,764",0.261649866,11,
Q7Z3E2,CCDC186,0.274673087,0.073413557,0.132990612,0.334722031,0.211146476,0.14419528,0.424902798,0.355614545,0.130339763,0.203831849,0.211146476,-0.080014953,0.243957298,-0.935295262,0.383453914,0.547843057,-7.854679746,"103,687",0.261343838,6,
P56730,PRSS12,1.00E-07,1.00E-07,0.025175928,1.00E-07,1.00E-07,0.273050153,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.061968556,0.037278335,-0.935244253,0.38347829,0.547843057,-7.854728241,"97,067",0.261343838,11,
Q8TAA5,GRPEL2,0.006202035,0.081759181,1.00E-07,0.040962209,0.020198995,0.090535389,0.0525612,0.05128178,0.033278084,0.023582122,0.05128178,-0.02141346,0.042937611,-0.935072011,0.383560606,0.547876002,-7.854891978,"25,431",0.261317722,7,
O14964,HGS,0.044835789,0.021618535,0.126216976,0.031557546,0.058524314,0.096456947,0.063512742,0.100581848,0.075930961,0.038196667,0.075930961,-0.023711752,0.067913087,-0.93472018,0.383728792,0.547959236,-7.855226364,"86,192",0.261251748,20,
Q8WYP3,RIN2,1.00E-07,1.00E-07,1.00E-07,0.02373812,1.00E-07,0.256120305,1.00E-07,1.00E-07,0.20955875,1.00E-07,1.00E-07,-0.058095546,0.034982378,-0.934702163,0.383737406,0.547959236,-7.855243485,"100,163",0.261251748,8,
P11586,MTHFD1,0.003298253,0.01441307,0.017620715,0.010580758,0.016573018,0.012381443,0.012779528,0.016235285,0.006259106,0.012496914,0.012779528,-0.00301412,0.012985259,-0.934424327,0.383870262,0.548064305,-7.855507474,"101,559",0.261168482,56,
Q9UBI6,GNG12,0.206833245,0.233879768,3.289725064,0.22860483,0.300811488,0.22866226,0.310242695,0.351066724,0.318986786,0.231242299,0.310242695,0.692064935,0.643728259,0.933442529,0.38434002,0.548650274,-7.856439861,"8,006",0.260704399,3,
Q9NWZ3,IRAK4,1.00E-07,1.00E-07,0.280324114,1.00E-07,1.00E-07,1.00E-07,0.026410951,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.063478291,0.038341958,0.932998674,0.384552534,0.548868899,-7.856861133,"51,530",0.260531377,2,
P52758,RIDA,0.145474743,0.154386905,0.143137325,0.140281889,0.163525141,0.08221215,0.167274545,0.083678397,0.164551396,0.144306034,0.163525141,0.021647658,0.134996387,0.932491018,0.384795705,0.549096123,-7.857342773,"14,494",0.260351622,3,
P22307,SCP2,1.00E-07,1.00E-07,1.00E-07,0.002353822,1.00E-07,1.00E-07,1.00E-07,0.025891859,1.00E-07,1.00E-07,1.00E-07,-0.005884509,0.003530785,-0.932288292,0.384892845,0.549096123,-7.857535054,"58,994",0.260351622,17,
O75165,DNAJC13,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.005278966,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.001319716,0.000659958,-0.932278692,0.384897445,0.549096123,-7.857544158,"254,415",0.260351622,83,
P62258,YWHAE,0.011081694,0.021015749,0.043360826,0.033346842,0.040830084,0.018466864,0.008851832,1.00E-07,0.03751789,0.027181295,0.018466864,0.010164058,0.022119249,0.932170527,0.384949283,0.549096123,-7.857646737,"29,174",0.260351622,32,
Q99933,BAG1,0.116149274,0.088951077,0.141047882,0.089447158,0.135038773,0.108585003,0.121139702,0.119833719,0.138964489,0.102798216,0.121139702,-0.012250452,0.115024073,-0.931927797,0.385065629,0.549177357,-7.857876897,"38,779",0.260287377,8,
O95551,TDP2,0.429865518,0.433571332,0.380652196,0.315336848,0.437456682,0.388352371,0.278209922,0.281199828,0.335844323,0.405258857,0.335844323,0.043551773,0.368080587,0.931074613,0.385474794,0.549667107,-7.858685536,"40,930",0.259900251,6,
P36639,NUDT1,1.00E-07,1.00E-07,0.005239743,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001309911,0.000655055,0.930963876,0.385527925,0.549667107,-7.85879045,"22,520",0.259900251,6,
Q96A23,CPNE4,0.412520957,0.318025567,0.385545967,0.144840507,0.225771855,0.34719759,0.197343816,0.244415439,4.11248511,0.351785767,0.244415439,0.061551074,0.284457712,0.930250413,0.385870372,0.550070531,-7.859466168,"62,395",0.259581621,6,
O95777,LSM8,0.105097915,0.110054406,0.098329937,0.111882891,0.352957863,0.075525375,0.115394744,0.110855304,0.137617667,0.10757616,0.115394744,-0.057342034,0.135012304,-0.930023495,0.385979337,0.550141044,-7.859680999,"10,403",0.259525953,4,
