Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G25755,ZFP2,ZFP2,ZFP2 zinc finger protein,Nucleus,transcription regulator,2.53522592,2.5,-1.024717277,-0.03522592,0.391002219,0.464298757
G102,ABHD14A-ACY1,ABHD14A-ACY1,ABHD14A-ACY1 readthrough,Other,other,2.557941346,2.5,-1.040979275,-0.057941346,0.391002219,0.464298757
G664,ALPK3,ALPK3,alpha kinase 3,Nucleus,kinase,2.5,2.561360246,1.043449114,0.061360246,0.391002219,0.464298757
G874,ANXA2P2,ANXA2P2,annexin A2 pseudogene 2,Cytoplasm,other,2.5,2.554377606,1.038411025,0.054377606,0.391002219,0.464298757
G5942,EYS,EYS,eyes shut homolog,Cytoplasm,other,2.5,2.601856458,1.073153507,0.101856458,0.391002219,0.464298757
G7384,GLYCTK,GLYCTK,glycerate kinase,Cytoplasm,kinase,2.5,2.544808442,1.031546203,0.044808442,0.391002219,0.464298757
G9271,KCNH5,KCNH5,potassium voltage-gated channel subfamily H member 5,Plasma Membrane,ion channel,2.54631064,2.5,-1.032620854,-0.04631064,0.391002219,0.464298757
G9997,LDB2,LDB2,LIM domain binding 2,Nucleus,transcription regulator,2.553737087,2.5,-1.0379501,-0.053737087,0.391002219,0.464298757
G20547,S1PR3,S1PR3,sphingosine-1-phosphate receptor 3,Plasma Membrane,G-protein coupled receptor,2.5,2.543714565,1.030764364,0.043714565,0.391002219,0.464298757
G23482,TGFBR2,TGFBR2,transforming growth factor beta receptor 2,Plasma Membrane,kinase,2.5,2.546590437,1.032821141,0.046590437,0.391002219,0.464298757
G24567,TTC39B,TTC39B,tetratricopeptide repeat domain 39B,Other,other,2.5,2.585396608,1.060979372,0.085396608,0.391002219,0.464298757
G226,ACTG1P4,ACTG1P4,actin gamma 1 pseudogene 4,Other,other,2.538369208,2.5,-1.026952325,-0.038369208,0.391002219,0.464298757
G428,ADRA2C,ADRA2C,adrenoceptor alpha 2C,Plasma Membrane,G-protein coupled receptor,2.506853996,2.5,-1.004762131,-0.006853996,0.391002219,0.464298757
G1698,BFSP1,BFSP1,beaded filament structural protein 1,Cytoplasm,enzyme,2.5,2.526128911,1.018276183,0.026128911,0.391002219,0.464298757
G1939,C10orf25,ZNF22-AS1,ZNF22 antisense RNA 1,Other,other,2.506642986,2.5,-1.004615184,-0.006642986,0.391002219,0.464298757
G2816,CCDC15,CCDC15,coiled-coil domain containing 15,Cytoplasm,other,2.5,2.532555625,1.022822375,0.032555625,0.391002219,0.464298757
G3430,CFAP70,CFAP70,cilia and flagella associated protein 70,Cytoplasm,other,2.5,2.553031383,1.037442504,0.053031383,0.391002219,0.464298757
G4448,CYB561D2,CYB561D2,cytochrome b561 family member D2,Cytoplasm,enzyme,2.5,2.511563427,1.008047364,0.011563427,0.391002219,0.464298757
G5259,DSCAML1,DSCAML1,DS cell adhesion molecule like 1,Plasma Membrane,other,2.506345563,2.5,-1.004408096,-0.006345563,0.391002219,0.464298757
G5280,DSTNP2,DSTNP2,DSTN pseudogene 2,Other,other,2.5,2.528878821,1.020218963,0.028878821,0.391002219,0.464298757
G6264,FAM47E-STBD1,FAM47E-STBD1,FAM47E-STBD1 readthrough,Other,other,2.511339764,2.5,-1.007891097,-0.011339764,0.391002219,0.464298757
G6384,FAR2P1,FAR2P1,fatty acyl-CoA reductase 2 pseudogene 1,Other,other,2.542926326,2.5,-1.030201343,-0.042926326,0.391002219,0.464298757
G6424,FBXL13,FBXL13,F-box and leucine rich repeat protein 13,Cytoplasm,enzyme,2.506554913,2.5,-1.004553857,-0.006554913,0.391002219,0.464298757
G6543,FERD3L,FERD3L,Fer3 like bHLH transcription factor,Nucleus,transcription regulator,2.5,2.511059971,1.007695648,0.011059971,0.391002219,0.464298757
G6625,FICD,FICD,FIC domain protein adenylyltransferase,Nucleus,enzyme,2.5,2.527861955,1.019500127,0.027861955,0.391002219,0.464298757
G7587,GPR137B,GPR137B,G protein-coupled receptor 137B,Plasma Membrane,other,2.5,2.564711255,1.045875594,0.064711255,0.391002219,0.464298757
G7595,GPR149,GPR149,G protein-coupled receptor 149,Plasma Membrane,G-protein coupled receptor,2.5,2.517609368,1.012280679,0.017609368,0.391002219,0.464298757
G8519,HSFX1,HSFX1/HSFX2,"heat shock transcription factor family, X-linked 1",Nucleus,transcription regulator,2.523491129,2.5,-1.016416097,-0.023491129,0.391002219,0.464298757
G9280,KCNIP4-IT1,KCNIP4-IT1,KCNIP4 intronic transcript 1,Other,other,2.5,2.505127619,1.003560518,0.005127619,0.391002219,0.464298757
G11021,LINGO3,LINGO3,leucine rich repeat and Ig domain containing 3,Other,other,2.519416116,2.5,-1.013549195,-0.019416116,0.391002219,0.464298757
G11926,LOC101929057, , , , ,2.519361298,2.5,-1.013510685,-0.019361298,0.391002219,0.464298757
G12299,LOC283856, , , , ,2.5,2.504463358,1.003098554,0.004463358,0.391002219,0.464298757
G12667,LPXN,LPXN,leupaxin,Cytoplasm,transcription regulator,2.515776478,2.5,-1.010995431,-0.015776478,0.391002219,0.464298757
G12957,MAFK,MAFK,MAF bZIP transcription factor K,Nucleus,transcription regulator,2.582115927,2.5,-1.058569452,-0.082115927,0.391002219,0.464298757
G13028,MAN1B1-AS1,MAN1B1-DT,MAN1B1 divergent transcript,Other,other,2.5,2.55080304,1.035841338,0.05080304,0.391002219,0.464298757
G13322,MEGF6,MEGF6,multiple EGF like domains 6,Cytoplasm,other,2.5,2.531241148,1.021890879,0.031241148,0.391002219,0.464298757
G15291,MIR7641-2, , , , ,2.563700419,2.5,-1.04514305,-0.063700419,0.391002219,0.464298757
G15977,MYLK-AS1,MYLK-AS1, ,Other,other,2.500002762,2.5,-1.000001915,-2.76E-06,0.391002219,0.464298757
G18655,PPIC,PPIC,peptidylprolyl isomerase C,Cytoplasm,enzyme,2.5,2.514564503,1.010146474,0.014564503,0.391002219,0.464298757
G18823,PRDM13,PRDM13,PR/SET domain 13,Nucleus,enzyme,2.508121871,2.5,-1.005645528,-0.008121871,0.391002219,0.464298757
G18913,PRLR,PRLR,prolactin receptor,Plasma Membrane,transmembrane receptor,2.530488678,2.5,-1.021358027,-0.030488678,0.391002219,0.464298757
G19336,PYROXD2,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2,Cytoplasm,other,2.5,2.531000426,1.021720385,0.031000426,0.391002219,0.464298757
G19804,RFX4,RFX4,regulatory factor X4,Nucleus,transcription regulator,2.5,2.502671073,1.001853162,0.002671073,0.391002219,0.464298757
G20270,RPL21P28,RPL21P28,ribosomal protein L21 pseudogene 28,Other,other,2.5,2.510962532,1.007627591,0.010962532,0.391002219,0.464298757
G21032,SGCZ,SGCZ,sarcoglycan zeta,Plasma Membrane,other,2.519296889,2.5,-1.013465438,-0.019296889,0.391002219,0.464298757
G21322,SLC24A1,SLC24A1,solute carrier family 24 member 1,Plasma Membrane,transporter,2.5,2.509314116,1.006476938,0.009314116,0.391002219,0.464298757
G22431,SPATA17,SPATA17,spermatogenesis associated 17,Other,other,2.510117693,2.5,-1.007037699,-0.010117693,0.391002219,0.464298757
G22829,STK3,STK3,serine/threonine kinase 3,Cytoplasm,kinase,2.5,2.500929268,1.000644327,0.000929268,0.391002219,0.464298757
G23940,TMEM60,TMEM60,transmembrane protein 60,Other,other,2.515652348,2.5,-1.010908449,-0.015652348,0.391002219,0.464298757
G25284,VWC2L,VWC2L,von Willebrand factor C domain containing 2 like,Extracellular Space,other,2.5,2.52829201,1.019804077,0.02829201,0.391002219,0.464298757
G25820,ZMAT4,ZMAT4,zinc finger matrin-type 4,Nucleus,other,2.5,2.537676839,1.026459595,0.037676839,0.391002219,0.464298757
G26084,ZNF486,ZNF486,zinc finger protein 486,Nucleus,other,2.5,2.51652481,1.011519975,0.01652481,0.391002219,0.464298757
G1532,B3GNTL1,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",Other,enzyme,2.5,2.529523878,1.020675224,0.029523878,0.391002219,0.464298757
G3240,CDKN2B,CDKN2B,cyclin dependent kinase inhibitor 2B,Nucleus,transcription regulator,2.5,2.530622583,1.02145283,0.030622583,0.391002219,0.464298757
G6130,FAM181B,FAM181B,family with sequence similarity 181 member B,Other,other,2.536099112,2.5,-1.025337676,-0.036099112,0.391002219,0.464298757
G6608,FGGY,FGGY,FGGY carbohydrate kinase domain containing,Other,enzyme,2.5,2.535736117,1.025079724,0.035736117,0.391002219,0.464298757
G6881,FRMPD2,FRMPD2,FERM and PDZ domain containing 2,Plasma Membrane,other,2.560728993,2.5,-1.042992651,-0.060728993,0.391002219,0.464298757
G8305,HMGN3-AS1,HMGN3-AS1,HMGN3 antisense RNA 1,Other,other,2.5,2.541900959,1.029469408,0.041900959,0.391002219,0.464298757
G8649,IDNK,IDNK,IDNK gluconokinase,Cytoplasm,other,2.5,2.543315373,1.030479192,0.043315373,0.391002219,0.464298757
G10220,LINC00324,LINC00324,long intergenic non-protein coding RNA 324,Other,other,2.538569898,2.5,-1.027095192,-0.038569898,0.391002219,0.464298757
G16957,OLFML3,OLFML3,olfactomedin like 3,Extracellular Space,other,2.5,2.543143887,1.030356711,0.043143887,0.391002219,0.464298757
G17495,P2RX5,P2RX5,purinergic receptor P2X 5,Plasma Membrane,ion channel,2.601451653,2.5,-1.072852434,-0.101451653,0.391002219,0.464298757
G17762,PCDHB7,PCDHB7,protocadherin beta 7,Plasma Membrane,other,2.556752643,2.5,-1.040121918,-0.056752643,0.391002219,0.464298757
G19196,PTGES3L-AARSD1,PTGES3L-AARSD1,PTGES3L-AARSD1 readthrough,Other,other,2.532891402,2.5,-1.023060457,-0.032891402,0.391002219,0.464298757
G19200,PTGIS,PTGIS,prostaglandin I2 synthase,Cytoplasm,enzyme,2.530942169,2.5,-1.021679128,-0.030942169,0.391002219,0.464298757
G21934,SNORA63,SNORA63,"small nucleolar RNA, H/ACA box 63",Other,other,2.534421256,2.5,-1.0241459,-0.034421256,0.391002219,0.464298757
G22944,SUMO1P3,SUMO1P3,SUMO1 pseudogene 3,Other,other,2.5,2.530345784,1.021256871,0.030345784,0.391002219,0.464298757
G457,AGA,AGA,aspartylglucosaminidase,Cytoplasm,enzyme,2.5,2.532812319,1.023004378,0.032812319,0.391002219,0.464298757
G947,APITD1-CORT,CENPS/CENPS-CORT,centromere protein S,Nucleus,other,2.535101778,2.5,-1.024629105,-0.035101778,0.391002219,0.464298757
G4352,CTSC,CTSC,cathepsin C,Cytoplasm,peptidase,2.5,2.516508682,1.011508667,0.016508682,0.391002219,0.464298757
G9919,LANCL3,LANCL3,LanC like family member 3,Other,other,2.5,2.544305903,1.031186944,0.044305903,0.391002219,0.464298757
G9998,LDB3,LDB3,LIM domain binding 3,Cytoplasm,transporter,2.5,2.544340937,1.031211986,0.044340937,0.391002219,0.464298757
G10854,LINC01410,LINC01410,long intergenic non-protein coding RNA 1410,Other,other,2.522250783,2.5,-1.015542617,-0.022250783,0.391002219,0.464298757
G16809,NUDT18,NUDT18,nudix hydrolase 18,Cytoplasm,enzyme,2.5,2.527151671,1.018998319,0.027151671,0.391002219,0.464298757
G20719,SCML4,SCML4,Scm polycomb group protein like 4,Nucleus,other,2.5,2.525282118,1.017678679,0.025282118,0.391002219,0.464298757
G22682,SSC5D,SSC5D,scavenger receptor cysteine rich family member with 5 domains,Plasma Membrane,transmembrane receptor,2.5,2.517463055,1.012178023,0.017463055,0.391002219,0.464298757
G24146,TOPORS-AS1,SMIM27,small integral membrane protein 27,Other,other,2.5,2.550781777,1.035826072,0.050781777,0.391002219,0.464298757
G25614,ZBED6CL,ZBED10P,"zinc finger BED-type containing 10, pseudogene",Other,other,2.5,2.526854754,1.018788623,0.026854754,0.391002219,0.464298757
G25706,ZCWPW1,ZCWPW1,zinc finger CW-type and PWWP domain containing 1,Nucleus,other,2.527475158,2.5,-1.019226828,-0.027475158,0.391002219,0.464298757
G8122,HHAT,HHAT,hedgehog acyltransferase,Cytoplasm,enzyme,2.5,2.512811554,1.00891984,0.012811554,0.391002219,0.464298757
G15897,MUM1L1,PWWP3B,PWWP domain containing 3B,Cytoplasm,other,2.5,2.512449532,1.008666698,0.012449532,0.391002219,0.464298757
G24345,TRIM5,TRIM5,tripartite motif containing 5,Cytoplasm,enzyme,2.5,2.512977253,1.009035725,0.012977253,0.391002219,0.464298757
G25388,WDR90,WDR90,WD repeat domain 90,Cytoplasm,other,2.529539554,2.5,-1.020686314,-0.029539554,0.391002219,0.464298757
G558,AKAP3,AKAP3,A-kinase anchoring protein 3,Cytoplasm,other,2.511258305,2.5,-1.00783419,-0.011258305,0.391002219,0.464298757
G4830,DEPDC1,DEPDC1,DEP domain containing 1,Nucleus,transcription regulator,2.5,2.510127064,1.007044241,0.010127064,0.391002219,0.464298757
G7769,GSDMB,GSDMB,gasdermin B,Cytoplasm,other,2.519666087,2.5,-1.013724825,-0.019666087,0.391002219,0.464298757
G18832,PRDM8,PRDM8,PR/SET domain 8,Nucleus,transcription regulator,2.5,2.511057718,1.007694075,0.011057718,0.391002219,0.464298757
G21190,SIX1,SIX1,SIX homeobox 1,Nucleus,transcription regulator,2.5,2.51962376,1.013695084,0.01962376,0.391002219,0.464298757
G21266,SLC16A6,SLC16A6,solute carrier family 16 member 6,Plasma Membrane,transporter,2.519299888,2.5,-1.013467544,-0.019299888,0.391002219,0.464298757
G25392,WDSUB1,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",Other,other,2.5,2.510324234,1.007181881,0.010324234,0.391002219,0.464298757
G12104,LOC102606465, , , , ,2.515956195,2.5,-1.011121379,-0.015956195,0.391002219,0.464298757
G17671,PAX5,PAX5,paired box 5,Nucleus,transcription regulator,2.5,2.508812017,1.006126717,0.008812017,0.391002219,0.464298757
G25996,ZNF341,ZNF341,zinc finger protein 341,Nucleus,transcription regulator,2.516963468,2.5,-1.011827579,-0.016963468,0.391002219,0.464298757
G600,ALDH1A2,ALDH1A2,aldehyde dehydrogenase 1 family member A2,Cytoplasm,enzyme,2.5,2.506690102,1.004647994,0.006690102,0.391002219,0.464298757
G7671,GPSM3,GPSM3,G protein signaling modulator 3,Cytoplasm,other,2.5,2.514654749,1.010209664,0.014654749,0.391002219,0.464298757
G12638,LOXL2,LOXL2,lysyl oxidase like 2,Extracellular Space,enzyme,2.51549066,2.5,-1.010795159,-0.01549066,0.391002219,0.464298757
G19261,PTPRR,PTPRR,protein tyrosine phosphatase receptor type R,Plasma Membrane,phosphatase,2.51554524,2.5,-1.0108334,-0.01554524,0.391002219,0.464298757
G19319,PXN-AS1,PXN-AS1, ,Other,other,2.506701025,2.5,-1.0046556,-0.006701025,0.391002219,0.464298757
G7740,GRM5,GRM5,glutamate metabotropic receptor 5,Plasma Membrane,G-protein coupled receptor,2.512576484,2.5,-1.008755461,-0.012576484,0.391002219,0.464298757
G8581,HTR5A,HTR5A,5-hydroxytryptamine receptor 5A,Plasma Membrane,G-protein coupled receptor,2.5,2.512379479,1.008617721,0.012379479,0.391002219,0.464298757
G1487,AURKB,AURKB,aurora kinase B,Nucleus,kinase,2.5,2.511069197,1.007702092,0.011069197,0.391002219,0.464298757
G297,ADAMTS1,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,Extracellular Space,peptidase,2.50503736,2.5,-1.003497735,-0.00503736,0.391002219,0.464298757
G3335,CENPK,CENPK,centromere protein K,Nucleus,other,2.5,2.504793085,1.003327838,0.004793085,0.391002219,0.464298757
G10557,LINC00965,LINC00965,long intergenic non-protein coding RNA 965,Other,other,2.5,2.509556345,1.00664594,0.009556345,0.391002219,0.464298757
G13411,MFSD2A,MFSD2A,major facilitator superfamily domain containing 2A,Plasma Membrane,transporter,2.5,2.508870799,1.006167712,0.008870799,0.391002219,0.464298757
G5492,EGFLAM,EGFLAM,"EGF like, fibronectin type III and laminin G domains",Extracellular Space,other,2.5,2.507967557,1.005537968,0.007967557,0.391002219,0.464298757
G7967,HAUS4,HAUS4,HAUS augmin like complex subunit 4,Cytoplasm,other,2.5,2.50838534,1.005829199,0.00838534,0.391002219,0.464298757
G18719,PPP1R3B,PPP1R3B,protein phosphatase 1 regulatory subunit 3B,Cytoplasm,phosphatase,2.5,2.504109079,1.002852257,0.004109079,0.391002219,0.464298757
G200,ACSF2,ACSF2,acyl-CoA synthetase family member 2,Cytoplasm,enzyme,2.5,2.505877041,1.004081963,0.005877041,0.391002219,0.464298757
G13473,MICAL2,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",Cytoplasm,enzyme,2.5,2.502741692,1.001902203,0.002741692,0.391002219,0.464298757
G21007,SFRP2,SFRP2,secreted frizzled related protein 2,Plasma Membrane,transmembrane receptor,2.5,2.505697466,1.003956991,0.005697466,0.391002219,0.464298757
G2790,CCDC122,CCDC122,coiled-coil domain containing 122,Other,other,2.5,2.504660099,1.003235357,0.004660099,0.391002219,0.464298757
G17934,PDZD7,PDZD7,PDZ domain containing 7,Extracellular Space,other,2.5,2.504117017,1.002857774,0.004117017,0.391002219,0.464298757
G24154,TOX,TOX,thymocyte selection associated high mobility group box,Nucleus,transcription regulator,2.501423847,2.5,-1.000987423,-0.001423847,0.391002219,0.464298757
G21790,SNAI2,SNAI2,snail family transcriptional repressor 2,Nucleus,transcription regulator,2.5,2.501441142,1.000999423,0.001441142,0.391002219,0.464298757
G6906,FST,FST,follistatin,Extracellular Space,other,2.5,2.501025053,1.000710765,0.001025053,0.391002219,0.464298757
G24417,TRPC3,TRPC3,transient receptor potential cation channel subfamily C member 3,Plasma Membrane,ion channel,2.5,2.500982885,1.000681516,0.000982885,0.391002219,0.464298757
G1508,AZIN1-AS1,MAILR,macrophage interferon regulatory lncRNA,Other,other,2.500117647,2.5,-1.00008155,-0.000117647,0.391002219,0.464298757
G8906,INF2,INF2,inverted formin 2,Cytoplasm,other,2.747620051,2.815349088,1.048065612,0.067729037,0.391072687,0.464308342
G1324,ATF4,ATF4,activating transcription factor 4,Nucleus,transcription regulator,9.68053688,9.602846169,-1.055327449,-0.077690711,0.391085161,0.464308342
G1624,BCAS3,BCAS3,BCAS3 microtubule associated cell migration factor,Nucleus,other,4.200531092,4.296550122,1.068820089,0.09601903,0.391357286,0.464586947
G17494,P2RX4,P2RX4,purinergic receptor P2X 4,Plasma Membrane,ion channel,3.096942971,3.217999224,1.087530795,0.121056253,0.39153431,0.464752612
G19642,RBM38,RBM38,RNA binding motif protein 38,Nucleus,other,3.494529247,3.551612077,1.040359996,0.057082831,0.391830302,0.465059449
G24473,TSN,TSN,translin,Nucleus,other,6.275080944,6.236923507,-1.026801592,-0.038157437,0.391876746,0.465070068
G24027,TMX2-CTNND1,TMX2-CTNND1,TMX2-CTNND1 readthrough (NMD candidate),Other,other,5.838738992,5.977639604,1.101065743,0.138900612,0.392082211,0.46526939
G4428,CXorf38,CXorf38,chromosome X open reading frame 38,Other,other,3.88796025,3.95956391,1.050884169,0.07160366,0.392552556,0.465782967
G24395,TRMT11,TRMT11,tRNA methyltransferase 11 homolog,Other,enzyme,3.958140472,3.931570869,-1.018587277,-0.026569603,0.392773311,0.465999037
G19372,RAB12,RAB12,"RAB12, member RAS oncogene family",Cytoplasm,enzyme,6.372010744,6.423562763,1.036379238,0.051552019,0.392809799,0.465999037
G15981,MYLK4,MYLK4,myosin light chain kinase family member 4,Cytoplasm,kinase,2.559189446,2.645293962,1.061500106,0.086104516,0.393450347,0.466714293
G19074,PSD,PSD,pleckstrin and Sec7 domain containing,Cytoplasm,transporter,6.520145829,6.466856038,-1.037628341,-0.05328979,0.393583336,0.46678365
G12816,LSM10,LSM10,"LSM10, U7 small nuclear RNA associated",Nucleus,other,4.754329673,4.841172286,1.062043319,0.086842613,0.393615563,0.46678365
G11084,LNP1,LNP1,leukemia NUP98 fusion partner 1,Other,other,3.341616347,3.40267889,1.043233818,0.061062543,0.393649444,0.46678365
G13153,MAST2,MAST2,microtubule associated serine/threonine kinase 2,Cytoplasm,kinase,7.043037256,7.000801535,-1.029708313,-0.042235721,0.393659355,0.46678365
G8535,HSPA1B,HSPA1A/HSPA1B,heat shock protein family A (Hsp70) member 1A,Cytoplasm,enzyme,5.957501278,5.862464128,-1.068092911,-0.09503715,0.39377439,0.466875419
G8241,HIVEP3,HIVEP3,HIVEP zinc finger 3,Nucleus,transcription regulator,5.717024854,5.803225172,1.061570598,0.086200318,0.393936762,0.46702329
G19950,RMI2,RMI2,RecQ mediated genome instability 2,Nucleus,other,2.505282274,2.524944281,1.013721958,0.019662007,0.394024904,0.467083139
G25731,ZDHHC8P1,ZDHHC8BP, ,Other,other,2.586769782,2.64615632,1.042022578,0.059386538,0.394501226,0.467603087
G13071,MAP3K2,MAP3K2,mitogen-activated protein kinase kinase kinase 2,Cytoplasm,kinase,7.056233066,7.028671324,-1.019287999,-0.027561741,0.394705721,0.46780077
G1876,BTAF1,BTAF1,B-TFIID TATA-box binding protein associated factor 1,Nucleus,transcription regulator,6.087153489,6.034092464,-1.03746382,-0.053061025,0.394948482,0.468043762
G4655,DCP1B,DCP1B,decapping mRNA 1B,Cytoplasm,other,4.435607779,4.518069049,1.058822876,0.082461269,0.39507352,0.468147212
G22288,SNX12,SNX12,sorting nexin 12,Cytoplasm,transporter,6.32136555,6.387651342,1.047017672,0.066285793,0.39528857,0.46831721
G24680,TULP3,TULP3,TUB like protein 3,Extracellular Space,other,4.40771173,4.365504315,-1.02968811,-0.042207415,0.395311087,0.46831721
G13041,MANSC1,MANSC1,MANSC domain containing 1,Other,other,3.007251864,2.919752715,-1.062526739,-0.087499148,0.395330258,0.46831721
G21403,SLC29A2,SLC29A2,solute carrier family 29 member 2,Plasma Membrane,transporter,2.918069467,2.78735966,-1.094832227,-0.130709807,0.395597237,0.468553011
G26389,ZNF862,ZNF862,zinc finger protein 862,Other,other,5.065630588,5.015615938,-1.035275436,-0.05001465,0.395633851,0.468553011
G15545,MON1A,MON1A,"MON1 homolog A, secretory trafficking associated",Cytoplasm,other,4.965297241,4.922483818,-1.030120724,-0.042813423,0.395642642,0.468553011
