PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,NES Assoc
Q9NUQ9,FAM49B,,,,,,,,,,,,-0.006174595,0.043894667,-0.491702149,0.639283286,0.81894832,-8.191230619,"36,748",0.086743504,,1
O75553,DAB1,0.168656112,0.02398538,0.043734043,0.01779361,0.154488429,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.033859712,1.00E-07,0.024920104,0.051082234,0.49164466,0.639321758,0.81894832,-8.191262082,"63,775",0.086743504,3,1
O60287,URB1,0.030275871,0.030407852,0.020432769,0.037252699,0.032254171,0.053131046,1.00E-07,0.059176056,0.028468318,0.030341861,0.032254171,-0.006548046,0.03286632,-0.490526746,0.640070096,0.819423778,-8.191873223,"254,389",0.086491438,67,1
Q9H7P6,MVB12B,0.766236818,0.568324176,0.748778417,0.585027022,0.704386476,0.791524407,0.595639296,0.382138775,0.625526071,0.666902719,0.625526071,0.04866937,0.642756923,0.490061602,0.640381601,0.819624623,-8.192127128,"35,620",0.086385003,6,1
Q5JWR5,DOPEY1,,,,,,,,,,,,-0.007643015,0.011689088,-0.487263246,0.642257315,0.82168412,-8.193649927,"277,355",0.085295106,,1
Q13643,FHL3,0.409115985,0.413795054,0.463235896,0.435655952,0.337117376,0.196383729,0.539910532,0.498857154,0.488433569,0.424725503,0.488433569,0.037383524,0.41175896,0.484721684,0.643963375,0.823638866,-8.195025966,"31,192",0.084263168,7,1
Q8N8Y5,ZFP41,0.11507786,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.055961941,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.01477898,0.02138005,0.477887937,0.648562231,0.828146166,-8.198692663,"22,806",0.081893005,1,1
O75746,SLC25A12,1.00E-07,1.00E-07,1.00E-07,0.056341445,0.038431173,0.006663449,0.020823926,0.018947714,0.014116292,1.00E-07,0.018947714,-0.007131129,0.017651001,-0.474694978,0.650716739,0.830641576,-8.20038925,"74,762",0.080586335,22,1
Q9C0H5,ARHGAP39,0.356082826,0.236836119,0.043617384,0.039060999,0.007006154,0.003118428,0.908379261,0.171907044,0.102361695,0.140226752,0.102361695,-0.10370339,0.220751027,-0.468382324,0.65498704,0.834966245,-8.203712273,"121,286",0.078331081,9,1
Q96T17,MAP7D2,1.167516844,1.096667982,0.639167402,0.402906469,0.942760144,1.160045822,1.15348505,0.482503879,1.044508001,0.867917692,1.044508001,-0.10813405,0.880631699,-0.460929021,0.660047138,0.839911345,-8.207582223,"81,965",0.075766552,2,1
Q13330,MTA1,0.060574213,0.058596573,0.060439531,0.059193668,0.086561032,0.096737665,0.036781182,0.045159156,0.062136238,0.059816599,0.062136238,-0.006608763,0.063005378,-0.459015674,0.661349274,0.841220991,-8.208566314,"80,786",0.075089899,21,1
Q96RG2,PASK,0.03932577,0.009701385,0.006539027,0.022738733,1.00E-07,0.042722535,1.00E-07,0.01332223,1.00E-07,0.016220059,1.00E-07,0.005564988,0.016793735,0.458816479,0.66148491,0.841277782,-8.208668546,"142,929",0.07506058,18,1
P10636,MAPT,0.027458873,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.054439613,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.006745185,0.010237386,-0.457441927,0.662421253,0.842005348,-8.209372865,"78,928",0.07468515,20,1
Q9NQV6,PRDM10,0.06339227,0.030300559,0.070954518,0.062711801,0.083903064,0.033268042,0.054444528,0.08251541,0.105240615,0.063052035,0.08251541,-0.006692974,0.060186274,-0.45664147,0.662966827,0.842467192,-8.209782107,"130,136",0.074447003,9,1
Q12873,CHD3,1.00E-07,1.00E-07,1.00E-07,0.032605056,1.00E-07,1.00E-07,1.00E-07,0.064505108,1.00E-07,1.00E-07,1.00E-07,-0.007975013,0.012138846,-0.456368112,0.663153193,0.842588212,-8.20992171,"226,592",0.074384621,23,1
Q9H4I2,ZHX3,0.101664182,0.718942924,0.101728732,0.408285305,1.00E-07,1.00E-07,0.871421602,1.00E-07,0.111772503,0.255007018,1.00E-07,0.11479981,0.275255381,0.451318045,0.666600824,0.846503395,-8.212486662,"104,658",0.072371296,1,1
A4D1P6,WDR91,0.056747898,0.043860892,0.025630289,0.093594864,0.029959599,0.045551391,0.061862339,0.127026558,0.028704464,0.050304395,0.045551391,-0.011141486,0.060529229,-0.448072406,0.668821246,0.84874022,-8.214120997,"83,344",0.071225217,15,1
Q9UQB3,CTNND2,0.353283634,0.319562568,0.397071984,0.187831027,0.239737178,0.285937251,0.239432766,0.392847231,0.396362866,0.336423101,0.285937251,0.024948697,0.301962955,0.446682446,0.669773261,0.849831697,-8.21481752,"132,656",0.070667075,28,1
P54284,CACNB3,0.158070904,0.177065534,0.164118303,0.255349699,0.166972314,0.250660635,0.141159391,0.135682992,0.210572456,0.170591919,0.166972314,0.015032277,0.181134972,0.445937892,0.670283496,0.850362404,-8.215189787,"54,532",0.070395949,11,1
Q6PCE3,PGM2L1,0.113205795,0.064535,0.112942188,0.10893628,0.037266834,0.111176253,0.073268818,0.135513377,0.135804171,0.110939234,0.111176253,0.010598495,0.094605568,0.44572715,0.670427949,0.850428977,-8.215295048,"70,442",0.07036195,24,1
P54753,EPHB3,0.566772839,0.29856238,1.704615057,0.736980182,0.51935677,0.812203889,0.616957955,0.820844308,0.721176428,0.65187651,0.721176428,0.134391884,0.759536672,0.441225665,0.673517128,0.853878974,-8.217532291,"110,330",0.06860368,6,1
Q9NYB0,TERF2IP,0.870645735,0.879439329,0.870397336,0.878355655,0.923980154,0.743020597,0.924284579,0.834173504,0.877246702,0.874500695,0.877246702,0.018344805,0.865537111,0.437364146,0.676172617,0.856738722,-8.219434436,"44,260",0.067151604,15,1
P40424,PBX1,0.402494744,0.380005204,0.380223708,0.321356716,0.425504551,0.336228356,0.381268307,0.281123026,0.38328846,0.380114456,0.381268307,0.014989033,0.363525576,0.437271887,0.676236123,0.856738722,-8.219479689,"46,626",0.067151604,7,1
Q14847,LASP1,0.023451017,0.013352133,0.028147617,0.01313767,0.027743148,0.015944033,0.021181832,0.002089245,0.018054099,0.018401575,0.018054099,0.002782544,0.018130837,0.433369054,0.678925263,0.859777807,-8.221385793,"29,717",0.06561377,17,1
O15234,CASC3,0.467492592,0.507801424,0.549453412,0.525001472,0.679933405,0.457191334,0.494745691,0.505719464,0.682583706,0.516401448,0.505719464,-0.021960248,0.523417349,-0.432550847,0.679489675,0.860035802,-8.221783354,"76,278",0.065483469,11,1
P49418,AMPH,0.25188801,0.05839742,0.172015528,0.171112584,0.189781154,0.086522474,0.113000862,0.185295752,0.191630666,0.171564056,0.185295752,0.019703325,0.153501723,0.42930144,0.68173338,0.862167533,-8.223355217,"76,257",0.064408336,16,1
P78310,CXADR,0.204019736,0.224021495,0.22345564,0.224453994,0.23991824,0.172219049,0.22743977,0.271243431,0.228851652,0.223738568,0.228851652,-0.008717406,0.223346419,-0.424099226,0.685332811,0.86577226,-8.225848417,"40,030",0.062596334,20,1
Q7L266,ASRGL1,0.060559548,1.00E-07,0.020794796,0.047713886,0.046870187,0.04710007,0.004442988,1.00E-07,0.004045908,0.034254341,0.004442988,0.007663746,0.028435209,0.422314637,0.686569638,0.866993529,-8.226697076,"32,055",0.061984144,9,1
Q96MT8,CEP63,0.426612458,0.448371684,0.400977724,0.358382537,0.744822613,0.461542438,0.423499011,0.191801374,0.95513989,0.413795091,0.461542438,-0.046830258,0.43200123,-0.421201715,0.68734149,0.867598556,-8.22722461,"81,344",0.06168118,5,1
Q9UL36,ZNF236,1.00E-07,0.104577562,0.141063384,1.00E-07,0.158354877,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.052288831,1.00E-07,0.021821492,0.050499541,0.4206932,0.6876943,0.867806947,-8.227465212,"203,704",0.061576878,1,1
Q8WUY1,THEM6,0.027769902,0.005828472,0.088732729,0.016643452,0.046100899,0.011002131,0.011712592,0.036723313,0.012491037,0.022206677,0.012491037,0.008358905,0.030564186,0.420360519,0.687925161,0.867979809,-8.227622469,"23,865",0.061490377,8,1
Q676U5,ATG16L1,0.034094196,0.033875518,1.00E-07,1.00E-07,0.018159579,0.062918976,0.009483691,0.004272502,1.00E-07,0.016937809,0.009483691,-0.006716209,0.020350583,-0.418516647,0.689205358,0.869239223,-8.22849193,"68,265",0.060860685,17,1
Q9Y2H0,DLGAP4,0.373077083,0.298965609,0.300285955,0.290803641,0.251569597,0.335180747,0.403158386,0.332021944,0.292361777,0.299625782,0.332021944,-0.014699597,0.32313287,-0.416932,0.690306465,0.870390505,-8.229236264,"108,012",0.060285855,15,1
Q6P1X5,TAF2,0.029999513,0.008292007,1.00E-07,0.007520727,1.00E-07,1.00E-07,0.004611086,0.071103383,1.00E-07,0.007906367,1.00E-07,-0.00747558,0.015190877,-0.41595412,0.690986362,0.871010212,-8.229694255,"136,971",0.059976753,15,1
Q9BY12,SCAPER,0.057285294,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.049803723,0.038471202,1.00E-07,1.00E-07,1.00E-07,-0.007747383,0.01819509,-0.414934075,0.691695908,0.871666944,-8.230170908,"158,287",0.059649424,28,1
Q9UKW4,VAV3,0.070684599,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.000797094,1.00E-07,0.038055623,1.00E-07,1.00E-07,1.00E-07,0.007957996,0.013692227,0.410680417,0.6946584,0.874804081,-8.232146622,"97,776",0.058089199,19,1
O14594,NCAN,0.09971582,1.00E-07,1.00E-07,1.00E-07,0.054917329,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.011199623,0.019329219,0.40706164,0.697183318,0.877028158,-8.23381224,"143,093",0.056986463,4,1
Q6ZU65,UBN2,0.321285093,0.403764161,0.249943099,0.224013232,0.308581518,0.332936967,0.235975276,0.248302521,0.324665055,0.285614096,0.308581518,0.018302325,0.290600233,0.406367169,0.697668349,0.877160941,-8.234130284,"146,089",0.056920715,14,1
Q13029,PRDM2,0.458920698,0.493089046,0.485806476,0.572179433,0.645303082,0.391876671,0.608635025,0.465174971,0.629569004,0.489447761,0.608635025,-0.025248524,0.515123175,-0.405249524,0.698449258,0.877665376,-8.234641044,"188,915",0.056671034,12,1
Q13105,ZBTB17,0.49188334,0.356687833,0.181540969,0.470903625,1.00E-07,1.06906257,1.00E-07,1.00E-07,0.692703451,0.413795729,1.00E-07,0.107988224,0.32125983,0.404004909,0.69931935,0.87828127,-8.235208256,"87,928",0.056366379,4,1
Q17R89,ARHGAP44,0.061643256,1.00E-07,0.150379976,1.00E-07,1.00E-07,0.135697132,1.00E-07,1.00E-07,1.00E-07,0.030821678,1.00E-07,0.0190815,0.043465108,0.40166776,0.700954549,0.879856877,-8.236268891,"89,247",0.055587967,2,1
P20339,RAB5A,0.135145148,0.184537167,0.162275898,0.319578565,0.291121192,0.21917665,0.185956598,0.1799318,0.268557305,0.173406533,0.21917665,-0.018662365,0.209715377,-0.399795962,0.702265411,0.881143438,-8.237114121,"23,659",0.054953389,5,1
Q9UMX0,UBQLN1,0.00781969,0.020280924,0.030369651,0.031773654,1.00E-07,0.049302139,0.069346113,1.00E-07,1.00E-07,0.025325287,1.00E-07,-0.007101133,0.026111546,-0.397803117,0.703662262,0.882421981,-8.238009883,"62,519",0.054323682,4,1
Q2M296,MTHFSD,1.00E-07,1.00E-07,1.00E-07,0.034958445,0.025825594,0.020586986,1.00E-07,0.00470602,0.096514603,1.00E-07,0.020586986,-0.004039989,0.010759681,-0.389634748,0.709400746,0.88864914,-8.24163691,"42,173",0.051269675,7,1
Q92993,KAT5,0.646547388,0.587192416,0.46439795,0.588023546,0.293845405,0.674628703,1.417682808,0.298269977,0.705291757,0.587607981,0.674628703,-0.099566398,0.621323524,-0.385630091,0.712221685,0.891458197,-8.243388892,"58,582",0.049899017,8,1
Q9UIS9,MBD1,0.078140045,0.025915801,0.040787454,0.04293205,0.11343482,0.023688645,1.00E-07,0.09451171,0.090619246,0.041859752,0.090619246,-0.010964981,0.052426328,-0.384968151,0.712688441,0.891814737,-8.243676818,"66,607",0.049725355,12,1
Q9Y2G5,POFUT2,0.082848321,0.011044398,1.00E-07,0.058530229,0.013192949,0.05435565,0.034170713,0.018561611,1.00E-07,0.034787313,0.018561611,0.008035531,0.034087996,0.383761322,0.713539762,0.892262461,-8.24420054,"49,976",0.049507378,16,1
Q9NQ86,TRIM36,0.220342756,0.124845049,0.235129411,0.160435211,0.210765417,0.193843714,0.146949666,0.236229832,0.135622891,0.190388984,0.193843714,-0.01175905,0.191067632,-0.381067723,0.715441484,0.894035945,-8.245363802,"83,013",0.04864502,24,1
Q5VSY0,GKAP1,1.00E-07,0.036573365,1.00E-07,0.037393589,1.00E-07,1.00E-07,0.049832385,1.00E-07,0.105872783,0.018286733,1.00E-07,0.006033617,0.01547498,0.380187488,0.716063422,0.894450473,-8.245742244,"42,078",0.048443702,2,1
Q6ZN55,ZNF574,0.370856805,0.347895052,0.339336077,0.32899326,0.371006055,0.213056546,0.312348748,0.423404961,0.441080852,0.343615564,0.371006055,0.016816221,0.338362188,0.378543153,0.717225873,0.895539557,-8.246446956,"98,900",0.047915226,12,1
Q9Y4C5,CHST2,1.076787729,1.073540669,0.996514241,1.109017012,1.441541592,1.409679662,1.092248628,0.59822889,1.275958023,1.075164199,1.275958023,-0.07145978,1.099694803,-0.375107431,0.719657369,0.898094133,-8.247909971,"57,857",0.046678141,1,1
Q92585,MAML1,0.394764578,0.820059407,0.865241069,0.960256749,0.432337313,0.95161252,0.771829274,1.175786447,1.046279939,0.842650238,0.95161252,-0.072810938,0.79648592,-0.375096822,0.719664883,0.898094133,-8.247914469,"108,054",0.046678141,2,1
Q9Y467,SALL2,0.081125866,1.00E-07,1.00E-07,0.009059206,1.00E-07,0.061396706,1.00E-07,0.067963035,0.034683974,0.004529653,0.034683974,-0.009793667,0.027443152,-0.373338336,0.720910761,0.899411807,-8.248658316,"105,309",0.046041416,12,1
Q9Y330,ZBTB12,1.00E-07,1.00E-07,0.186396877,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.109504335,1.00E-07,1.00E-07,1.00E-07,0.019223136,0.036987727,0.367981688,0.724711608,0.903057079,-8.250903566,"49,148",0.044284799,4,1
Q92922,SMARCC1,0.057298236,0.049021438,0.047157733,0.047663001,0.066026628,0.03413311,0.041268063,0.049400924,0.064600957,0.048342219,0.049400924,0.002577921,0.048996141,0.366239305,0.725949763,0.904118817,-8.251627185,"122,867",0.043774492,32,1
Q16656,NRF1,0.026852569,0.023520037,0.108135808,0.030091368,0.001098644,0.087757958,0.009264002,0.050544278,0.018504282,0.028471968,0.018504282,0.009983725,0.042158083,0.361400183,0.729393173,0.907301127,-8.253619608,"53,541",0.04224855,7,1
P08138,NGFR,0.396558137,0.323341924,0.189099816,0.233322424,0.120813155,0.178658397,1.159496341,0.050520301,0.445523916,0.278332174,0.178658397,-0.091791473,0.331476312,-0.356916554,0.732589718,0.910419964,-8.255442949,"45,183",0.040758227,3,1
P0C2W1,FBXO45,0.784283872,0.600724519,0.319780767,0.892239838,0.753981646,0.686349893,0.615550383,0.717419644,0.649133933,0.692504196,0.686349893,-0.044068142,0.67129132,-0.354469294,0.734336911,0.912223442,-8.256428938,"30,633",0.039898771,3,1
Q5T1C6,THEM4,0.074569677,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.045214122,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007338889,0.01497305,0.348137857,0.738865121,0.916986162,-8.258949556,"27,130",0.037637218,4,1
O95477,ABCA1,1.411944762,1.812007511,1.715745425,1.660654002,1.812151028,1.696667507,1.323614654,1.98847126,2.063276091,1.688199713,1.812151028,-0.055138187,1.677657019,-0.346802476,0.739821632,0.917993863,-8.259475602,"254,302",0.037160222,12,1
P0CK96,SLC35E2B,1.00E-07,0.499655026,1.00E-07,1.00E-07,0.815343726,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.078922175,0.164374919,-0.341564432,0.743578392,0.921134405,-8.261520211,"43,777",0.035676996,3,1
Q9BTE1,DCTN5,0.070903811,0.079071155,0.069698138,0.068609857,0.096358315,0.028403396,0.066171191,0.124816351,0.057894331,0.070300974,0.066171191,-0.006866573,0.075504027,-0.341359388,0.743725606,0.921134405,-8.261599637,"20,127",0.035676996,5,1
Q9H6S0,YTHDC2,1.00E-07,0.011915638,0.019446685,0.015808608,0.000894821,0.006993991,0.017960904,0.013861206,0.009561381,0.013862123,0.009561381,0.001865027,0.010860244,0.338988017,0.745429021,0.922657666,-8.262514876,"160,248",0.034959406,48,1
P52943,CRIP2,0.036365501,0.033486786,0.017847291,1.00E-07,1.00E-07,0.036133515,0.078146011,1.00E-07,1.00E-07,0.025667039,1.00E-07,-0.006645012,0.025247425,-0.337092333,0.746791857,0.923724082,-8.263242093,"22,493",0.034457734,7,1
Q9H9G7,AGO3,0.056999863,0.715117338,0.172711567,0.158536233,0.259810337,0.145436238,0.050274195,0.428879685,0.192111791,0.1656239,0.192111791,0.054741137,0.248470682,0.33411238,0.748936189,0.925509757,-8.264377297,"97,360",0.033618998,6,1
Q12986,NFX1,0.267360682,0.324989326,0.299096803,0.323762404,0.212158415,0.244711104,0.523496026,0.123797576,0.463884238,0.311429603,0.244711104,0.027761523,0.289921542,0.328622156,0.752893216,0.929155917,-8.266443278,"124,395",0.031911403,12,1
Q5TEA3,C20orf194,0.31623888,0.067877784,0.460226637,0.064992926,1.00E-07,1.00E-07,0.664664815,1.00E-07,0.17736736,0.192058332,1.00E-07,0.061167778,0.196750168,0.328547174,0.752947315,0.929155917,-8.266471265,"132,287",0.031911403,4,1
Q96MY1,NOL4L,0.322752232,0.391244479,0.152420369,0.421243303,0.184016888,0.20413031,0.45709813,0.588173186,0.563111856,0.356998355,0.45709813,-0.036439533,0.340134862,-0.326354531,0.754529963,0.930805075,-8.267286932,"47,215",0.031141257,8,1
Q8IWY4,SCUBE1,1.00E-07,1.00E-07,1.00E-07,0.831231067,0.116735793,0.112848067,0.322554701,0.569022884,0.629167481,1.00E-07,0.322554701,-0.072482519,0.244049101,-0.320223487,0.758962156,0.934776088,-8.269539634,"107,910",0.029292406,2,1
P55283,CDH4,0.216374958,0.21476798,0.756974017,1.052980453,1.00E-07,1.168657728,0.641366161,1.00E-07,1.00E-07,0.486674487,1.00E-07,0.10776833,0.506390187,0.317804959,0.760713269,0.936129082,-8.270416883,"100,281",0.028664263,2,1
Q86SQ7,SDCCAG8,0.086234618,1.00E-07,1.00E-07,1.00E-07,0.054853698,1.00E-07,1.00E-07,1.00E-07,0.054960575,1.00E-07,1.00E-07,0.00784523,0.017636115,0.317587694,0.760870652,0.936129082,-8.270495374,"82,682",0.028664263,2,1
Q96QZ7,MAGI1,0.344185906,0.336462401,0.377706568,0.269695305,0.232534077,0.463152815,0.302267236,0.261708702,0.203355728,0.340324154,0.261708702,0.017096838,0.323464126,0.314776013,0.762908508,0.9383866,-8.271506452,"164,581",0.027618203,15,1
Q9P206,KIAA1522,0.18184252,0.233989174,0.140577241,0.107280609,0.166603602,0.190215076,0.160379321,0.180551121,0.122560245,0.161209881,0.166603602,-0.008514894,0.170179833,-0.312817845,0.764328968,0.939456348,-8.272205458,"107,095",0.027123395,12,1
Q6UUV9,CRTC1,0.094735965,0.151365572,0.099939084,0.130499974,0.144569079,0.11035174,0.111567287,0.128797683,0.200255887,0.115219529,0.128797683,-0.004686299,0.121478298,-0.310646655,0.765905112,0.940695891,-8.272975558,"67,300",0.026550753,8,1
Q9NZC7,WWOX,0.039777287,0.007138096,0.018777959,1.00E-07,0.020500524,0.066561513,1.00E-07,1.00E-07,0.073606983,0.012958027,0.020500524,-0.005342199,0.01909446,-0.307885643,0.767911177,0.942529211,-8.273947344,"46,677",0.025705181,14,1
Q9Y5Q8,GTF3C5,0.058552411,0.059621007,0.058839733,0.057149524,0.069847258,0.052064671,0.048825689,0.057863718,0.070037922,0.058696072,0.057863718,0.001390335,0.057845501,0.306158852,0.769166798,0.943699073,-8.274550837,"59,571",0.025166472,28,1
O43173,ST8SIA3,5.286882251,1.008228106,0.313017047,0.345267663,1.984077987,0.506401658,1.902297723,1.115828961,0.50781315,0.676747884,1.115828961,0.361197185,1.557750174,0.300430933,0.773337198,0.947293171,-8.27652906,"43,970",0.023515593,5,1
Q99549,MPHOSPH8,0.06812007,0.059587619,0.042904512,0.036964678,0.043085342,1.00E-07,0.085504054,0.05672296,0.061941496,0.051246065,0.05672296,0.005566106,0.049111167,0.29971089,0.773862032,0.947462628,-8.276775168,"97,182",0.023437911,13,1
P27986,PIK3R1,0.947375787,0.675806358,0.704901552,0.429791507,0.523714189,0.768851363,0.577167399,0.74866026,0.666577738,0.690353955,0.666577738,0.034870498,0.672033552,0.295069005,0.777248549,0.950678998,-8.278347959,"83,598",0.0219661,8,1
Q3SXM5,HSDL1,1.00E-07,1.00E-07,0.000741828,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.000185432,9.28E-05,0.289937223,0.780998631,0.954489623,-8.280058924,"37,002",0.020228789,16,1
Q6PIJ6,FBXO38,0.657628916,0.683144653,0.488763912,0.582868401,0.550568062,0.587954034,0.602753597,0.619824161,0.605642143,0.620248658,0.602753597,0.012826507,0.596688217,0.288009107,0.782409266,0.955453896,-8.280694212,"133,944",0.019790264,19,1
Q96PU4,UHRF2,0.010860144,0.004026384,0.041633935,0.001675303,0.014686179,0.016327463,0.011337399,0.005251037,1.00E-07,0.007443264,0.011337399,0.002648422,0.01322473,0.286152232,0.783768625,0.956675457,-8.281302122,"89,985",0.019235368,18,1
O14910,LIN7A,1.00E-07,1.00E-07,0.009886683,1.00E-07,0.014755639,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.001217239,0.003080365,-0.280769864,0.787713527,0.959578297,-8.283042555,"25,997",0.017919583,4,1
Q9P2K3,RCOR3,1.00E-07,1.00E-07,0.391050642,1.00E-07,0.26529779,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.031438213,0.082043629,0.275332018,0.791706009,0.963553213,-8.284768173,"55,581",0.016124296,9,1
O15240,VGF,0.422524495,0.104076342,0.222481529,0.302664902,0.302277899,0.169483756,0.187290982,0.498233959,0.079302871,0.262573216,0.187290982,-0.026384832,0.276129233,-0.270181164,0.795494083,0.966887608,-8.286372315,"67,258",0.014624006,13,1
Q08AM6,VAC14,0.030324709,0.019897713,0.027687031,0.023723881,0.012227274,0.032918877,0.023143544,0.028100661,0.033021166,0.025705456,0.028100661,0.001310745,0.024752961,0.269857542,0.795732286,0.966926102,-8.286472113,"87,973",0.014606716,34,1
Q15811,ITSN1,0.003300133,1.00E-07,0.005597156,0.002723839,0.001413793,1.00E-07,1.00E-07,0.0078754,0.010085601,0.003011986,0.001413793,0.000582959,0.002613828,0.262896445,0.800861727,0.972647777,-8.288590438,"195,422",0.012044401,41,1
P42898,MTHFR,0.000962619,0.108758273,0.000962721,0.154703206,0.010086896,0.110574111,0.096217246,1.00E-07,1.00E-07,0.054860497,0.010086896,0.012127116,0.060283147,0.259810988,0.803138767,0.974901016,-8.289512042,"74,597",0.011039477,15,1
Q8WXX5,DNAJC9,0.015930518,0.072145767,0.062365712,0.082570669,0.060784874,0.075188345,0.067791989,0.008178392,0.064766744,0.06725574,0.064766744,0.005267267,0.055619533,0.257429218,0.804897922,0.976523578,-8.290216173,"29,910",0.010317266,11,1
